#doc name topic proportion ...
0	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/000/000.txt	12	0.08333333333333334	6	0.08333333333333334	14	0.06410256410256411	13	0.06410256410256411	11	0.06410256410256411	10	0.06410256410256411	9	0.06410256410256411	8	0.06410256410256411	7	0.06410256410256411	5	0.06410256410256411	4	0.06410256410256411	3	0.06410256410256411	2	0.06410256410256411	1	0.06410256410256411	0	0.06410256410256411	
1	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/001/001.txt	6	0.471264367816092	3	0.12643678160919541	12	0.10919540229885058	11	0.07471264367816091	4	0.05747126436781609	14	0.03284072249589491	10	0.02298850574712644	8	0.018062397372742203	0	0.018062397372742203	1	0.015599343185550084	9	0.013136288998357965	7	0.010673234811165846	5	0.010673234811165846	2	0.010673234811165846	13	0.008210180623973728	
2	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/002/002.txt	4	0.16987865810135616	6	0.16773733047822983	12	0.11634546752319772	10	0.08850820842255533	11	0.08636688079942899	3	0.08208422555317631	5	0.07351891506067096	2	0.060670949321912915	14	0.04354032833690221	0	0.034975017844396855	8	0.022127052105638832	9	0.015703069236259817	13	0.013561741613133477	1	0.013561741613133477	7	0.01142041399000714	
3	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/003/003.txt	6	0.3700564971751412	3	0.09887005649717513	12	0.0903954802259887	0	0.0903954802259887	4	0.07344632768361581	11	0.0692090395480226	14	0.04378531073446328	5	0.026836158192090398	9	0.02259887005649718	8	0.02259887005649718	7	0.02259887005649718	1	0.02259887005649718	10	0.018361581920903956	13	0.014124293785310734	2	0.014124293785310734	
4	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/004/004.txt	12	0.12280701754385966	11	0.10964912280701755	10	0.09649122807017545	6	0.09649122807017545	0	0.08333333333333334	3	0.07017543859649124	14	0.057017543859649134	5	0.057017543859649134	13	0.04385964912280702	9	0.04385964912280702	8	0.04385964912280702	7	0.04385964912280702	4	0.04385964912280702	2	0.04385964912280702	1	0.04385964912280702	
5	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/005/005.txt	6	0.30630630630630634	12	0.13738738738738737	4	0.08333333333333334	3	0.07657657657657659	10	0.05630630630630631	9	0.04954954954954956	5	0.04954954954954956	0	0.04954954954954956	11	0.03603603603603604	14	0.029279279279279282	8	0.029279279279279282	7	0.029279279279279282	13	0.022522522522522525	2	0.022522522522522525	1	0.022522522522522525	
6	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/006/006.txt	4	0.5681700362882323	2	0.14048729911871435	7	0.10005184033177812	8	0.08605495075168482	12	0.01762571280456195	9	0.01607050285121825	14	0.009849663037843443	5	0.009849663037843443	3	0.008294453084499743	1	0.008294453084499743	0	0.008294453084499743	13	0.006739243131156041	11	0.006739243131156041	10	0.006739243131156041	6	0.006739243131156041	
7	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/007/007.txt	12	0.3333333333333333	0	0.17588652482269504	6	0.14184397163120568	5	0.07375886524822695	4	0.04397163120567376	13	0.03971631205673759	11	0.03546099290780142	9	0.03120567375886525	14	0.026950354609929082	3	0.02269503546099291	7	0.01843971631205674	10	0.014184397163120569	8	0.014184397163120569	2	0.014184397163120569	1	0.014184397163120569	
8	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/008/008.txt	6	0.48350292938637063	3	0.14076472402096823	4	0.1236509404872032	14	0.048720320690718466	5	0.048720320690718466	11	0.04224483502929386	12	0.026056120875732346	9	0.026056120875732346	0	0.017267961763798953	1	0.014030218933086648	10	0.007554733271662041	8	0.007554733271662041	2	0.005704594511255011	13	0.004779525131051496	7	0.0033919210607462227	
9	file:/C:/NLP_Ass2/OutputFiles/Abby_Watkins/009/009.txt	10	0.4862914862914863	12	0.15295815295815296	14	0.05339105339105339	6	0.05339105339105339	9	0.04040404040404041	0	0.04040404040404041	11	0.03607503607503608	4	0.02308802308802309	3	0.02308802308802309	2	0.01875901875901876	13	0.01443001443001443	8	0.01443001443001443	7	0.01443001443001443	5	0.01443001443001443	1	0.01443001443001443	
