#doc name topic proportion ...
0	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/000/000.txt	9	0.344532279314888	10	0.2648221343873518	7	0.06192358366271411	6	0.047430830039525695	0	0.047430830039525695	8	0.040184453227931495	5	0.040184453227931495	4	0.040184453227931495	3	0.040184453227931495	2	0.040184453227931495	1	0.03293807641633729	
1	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/001/001.txt	3	0.5683306403605748	10	0.3644017348413981	0	0.016412960285738583	8	0.012671145505570202	9	0.007058423335317629	6	0.006122969640275534	7	0.005187515945233439	5	0.005187515945233439	2	0.005187515945233439	1	0.005187515945233439	4	0.004252062250191343	
2	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/002/002.txt	6	0.5420718816067653	1	0.10951374207188161	10	0.10021141649048626	0	0.04904862579281184	3	0.039746300211416494	7	0.030443974630021145	2	0.030443974630021145	9	0.02579281183932347	8	0.02579281183932347	5	0.02579281183932347	4	0.021141649048625796	
3	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/003/003.txt	7	0.10664335664335665	4	0.10664335664335665	10	0.08741258741258742	9	0.08741258741258742	8	0.08741258741258742	6	0.08741258741258742	5	0.08741258741258742	3	0.08741258741258742	2	0.08741258741258742	1	0.08741258741258742	0	0.08741258741258742	
4	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/004/004.txt	5	0.8092059838895281	9	0.06173762945914845	2	0.03388952819332566	10	0.01996547756041427	8	0.015535097813578827	6	0.0142692750287687	0	0.013636363636363637	7	0.010471806674338321	1	0.010471806674338321	3	0.007940161104718067	4	0.0028768699654775605	
5	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/005/005.txt	5	0.45570353213665316	9	0.11812391430225826	2	0.11812391430225826	8	0.07353792704111176	6	0.04169079328314997	4	0.04169079328314997	0	0.03532136653155762	10	0.028951939779965262	7	0.028951939779965262	3	0.028951939779965262	1	0.028951939779965262	
6	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/006/006.txt	6	0.2938126512270999	0	0.24628413411683373	10	0.2405807120636018	8	0.059972347044590396	7	0.04096094020048393	3	0.02955409609402005	9	0.027652955409609405	1	0.021949533356377466	4	0.016246111303145527	5	0.014344970618734878	2	0.008641548565502939	
7	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/007/007.txt	9	0.8468379446640316	0	0.04031620553359684	5	0.01640316205533597	4	0.01640316205533597	10	0.014229249011857709	7	0.012055335968379448	6	0.012055335968379448	1	0.012055335968379448	8	0.009881422924901186	3	0.009881422924901186	2	0.009881422924901186	
8	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/008/008.txt	8	0.33384080034797736	2	0.2477163984341018	5	0.08982166159199652	10	0.08264462809917356	6	0.058721183123097	9	0.05632883862548935	1	0.0371900826446281	0	0.02762070465419748	7	0.02283601565898217	4	0.02283601565898217	3	0.020443671161374515	
9	file:/C:/NLP_Ass2/OutputFiles/Tim_Whisler/009/009.txt	6	0.43224452315361406	2	0.17250426341335431	9	0.12344221435130526	5	0.1176702085792995	3	0.046963137872228784	10	0.03253312344221435	1	0.025318116227207137	8	0.019546110455201365	7	0.010888101797192707	0	0.010888101797192707	4	0.00800209891118982	
